workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
53,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""32SCWG5HIH5X4UR1H2PXHVEUZ8LP6C""",53,"""Submitted""","""Wed May 22 02:56:12 CEST 2019""","""Tue May 21 09:46:41 CEST 2019""","""Tue May 21 10:16:12 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""17.492083333333333"""
54,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3JW0YLFXRTHLII38K6GW7JL3G7HWWF""",54,"""Submitted""","""Wed May 22 02:56:22 CEST 2019""","""Tue May 21 09:49:25 CEST 2019""","""Tue May 21 10:16:22 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""25.54895"""
55,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""30OG32W0SUC1EO8375V3PU1CGR8ENQ""",55,"""Submitted""","""Wed May 22 03:02:53 CEST 2019""","""Tue May 21 10:01:32 CEST 2019""","""Tue May 21 10:22:53 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""19.00583333333333"""
56,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""373ERPL3YO9OI5ISQ71FX06NKYKRTH""",56,"""Submitted""","""Wed May 22 03:05:07 CEST 2019""","""Tue May 21 10:05:59 CEST 2019""","""Tue May 21 10:25:07 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""15.96045"""
57,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""34YB12FSQYPTGKJU1Z6RCIXOOHDMGF""",57,"""Submitted""","""Wed May 22 03:07:10 CEST 2019""","""Tue May 21 10:11:27 CEST 2019""","""Tue May 21 10:27:10 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.904166666666667"""
58,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""37UQDCYH6XWTDE22MO3OT138G777VF""",58,"""Submitted""","""Wed May 22 03:08:07 CEST 2019""","""Tue May 21 10:11:59 CEST 2019""","""Tue May 21 10:28:07 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""15.519516666666666"""
59,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3ITXP059PWK65HM0T2NGL4OA8YCJSS""",59,"""Submitted""","""Wed May 22 03:08:58 CEST 2019""","""Tue May 21 10:11:17 CEST 2019""","""Tue May 21 10:28:58 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""16.618266666666667"""
60,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3ZPPDN2SLVXGPM496VCY7T6SB2R9EM""",60,"""Submitted""","""Wed May 22 03:09:38 CEST 2019""","""Tue May 21 10:11:27 CEST 2019""","""Tue May 21 10:29:38 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""17.309416666666667"""
61,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3XCC1ODXDLCBQPQ0937KSVV00RLRQ3""",61,"""Submitted""","""Wed May 22 03:14:34 CEST 2019""","""Tue May 21 10:14:25 CEST 2019""","""Tue May 21 10:34:34 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""16.727516666666666"""
62,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3LUY3GC63Z1G8U560CUPN9EQUJ5P7B""",62,"""Submitted""","""Wed May 22 03:16:32 CEST 2019""","""Tue May 21 10:11:17 CEST 2019""","""Tue May 21 10:36:32 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""11.6334"""
63,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3MHW492WW0ECYH9PQU5DCJ0YBW2MV5""",63,"""Submitted""","""Wed May 22 03:18:29 CEST 2019""","""Tue May 21 10:11:49 CEST 2019""","""Tue May 21 10:38:29 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""10.924816666666667"""
64,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""33CID57104U8GQPL68YSTBTQK7JL35""",64,"""Submitted""","""Wed May 22 03:18:29 CEST 2019""","""Tue May 21 10:12:10 CEST 2019""","""Tue May 21 10:38:29 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""25.203716666666665"""
65,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""31T4R4OBOSHXE5W2V78J39FJV0QC7K""",65,"""Submitted""","""Wed May 22 03:18:56 CEST 2019""","""Tue May 21 10:11:48 CEST 2019""","""Tue May 21 10:38:56 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""23.94236666666667"""
66,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""34PGFRQONOCZCY39D7XHITRVEB8JW7""",66,"""Submitted""","""Wed May 22 03:22:12 CEST 2019""","""Tue May 21 10:11:17 CEST 2019""","""Tue May 21 10:42:12 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""26.517783333333334"""
67,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3MTMREQS4VJOB505J1K4PUOCOOFAWJ""",67,"""Submitted""","""Wed May 22 03:25:25 CEST 2019""","""Tue May 21 10:11:48 CEST 2019""","""Tue May 21 10:45:25 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""9.329583333333334"""
68,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3TS1AR6UQQF4HHGCM9YKBF0MSDJ7FR""",68,"""Submitted""","""Wed May 22 03:28:32 CEST 2019""","""Tue May 21 10:06:30 CEST 2019""","""Tue May 21 10:48:32 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""27.071716666666667"""
69,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3I3WADAZ9Q5J0QFMXJ2D0PV4T8GO5G""",69,"""Submitted""","""Wed May 22 04:08:31 CEST 2019""","""Tue May 21 10:58:08 CEST 2019""","""Tue May 21 11:28:31 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""25.618616666666668"""
70,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3A9AA95ATWN1LQRNCJFSPP0U3DAP5W""",70,"""Submitted""","""Wed May 22 04:16:02 CEST 2019""","""Tue May 21 10:56:35 CEST 2019""","""Tue May 21 11:36:02 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""35.195816666666666"""
71,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""34J10VATJFZYXQNHJGDBE3U9DV4IQS""",71,"""Submitted""","""Wed May 22 04:22:00 CEST 2019""","""Tue May 21 11:02:07 CEST 2019""","""Tue May 21 11:42:00 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""25.568216666666668"""
72,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3TE3O857309UY6OF7SHJWDXXKL92R2""",72,"""Submitted""","""Wed May 22 04:26:20 CEST 2019""","""Tue May 21 11:26:55 CEST 2019""","""Tue May 21 11:46:20 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""18.771866666666668"""
73,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3NS0A6KXC49TFRIDGOWLKKTX3LVGZQ""",73,"""Submitted""","""Wed May 22 04:29:39 CEST 2019""","""Tue May 21 11:24:10 CEST 2019""","""Tue May 21 11:49:39 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""25.189583333333335"""
74,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3L0KT67Y8EHW06HZF2OJVR3YL2NSYX""",74,"""Submitted""","""Wed May 22 04:52:44 CEST 2019""","""Tue May 21 11:41:01 CEST 2019""","""Tue May 21 12:12:44 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""30.822616666666665"""
